hackathon_url,num_submission
https://alexa-skills-madrid-life-hacks.devpost.com/,8
https://citizenhacks.devpost.com/,26
https://hackinghunger.devpost.com/,3
https://blockstack-evil2.devpost.com/,58
https://uon-grand-challenge-2019.devpost.com/,16
https://hackmty-2019.devpost.com/,82
https://zwei.devpost.com/,88
https://hack-the-6ix-2019.devpost.com/,80
https://bbb2019.devpost.com/,16
https://cryptochicks2019bahamas.devpost.com/,11
https://expo-hacks-ii.devpost.com/,9
https://syncshack.devpost.com/,21
https://violet-hacks-2019.devpost.com/,25
https://pytorchmpk.devpost.com/,13
https://web-hack-2019.devpost.com/,3
https://cscodefest.devpost.com/,9
https://btnghackathon2019.devpost.com/,14
https://hackthejourney.devpost.com/,19
https://uipath2019.devpost.com/,70
https://shecodes-hackathon2019.devpost.com/,18
https://hackmobility-2019.devpost.com/,26
https://agorartc2019.devpost.com/,15
https://blockstack.devpost.com/,59
https://fastcampus-school-schoolhack.devpost.com/,12
https://enghack-2019.devpost.com/,39
https://tohacks2019.devpost.com/,46
https://decentralized-web.devpost.com/,11
https://humanitarian-hackathon-w-wwf.devpost.com/,7
https://harrisburghacks.devpost.com/,8
https://bitcoingames2019.devpost.com/,57
https://2019astropreneurshiphackathon.devpost.com/,4
https://hack-coworking-london.devpost.com/,18
https://uwenergyhacks.devpost.com/,31
https://cryptochicks2019toronto.devpost.com/,22
https://vietnam-smart-energy-hackathon.devpost.com/,17
https://ethereummadrid.devpost.com/,10
https://teenhacks-li-spring-2019.devpost.com/,53
https://devc-mombasa.devpost.com/,14
https://hackhpi2019.devpost.com/,18
https://ethnewyork.devpost.com/,64
https://houstonhackathon2019.devpost.com/,20
https://fusionone.devpost.com/,24
https://offthegrid-hackathon.devpost.com/,19
https://biohack-phage.devpost.com/,24
https://hackdelft-2019.devpost.com/,19
https://tensorflow.devpost.com/,64
https://hacktival.devpost.com/,21
https://2019-philly-codefest.devpost.com/,58
https://jamhacks-3.devpost.com/,25
https://gitvan2019.devpost.com/,22
https://f82019.devpost.com/,42
https://hackprague-2019.devpost.com/,27
https://pchacks19.devpost.com/,33
https://hackxr-2019.devpost.com/,18
https://mongodbworld19.devpost.com/,75
https://earthxhack19.devpost.com/,25
https://rocket-build-community-2019.devpost.com/,13
https://hack-at-lynn-2019.devpost.com/,6
https://citrushack2019.devpost.com/,34
https://stanhacks.devpost.com/,6
https://sharkhack2019.devpost.com/,14
https://iothon2019.devpost.com/,27
https://awseducate.devpost.com/,37
https://dragonhacks-2019.devpost.com/,36
https://beachhacks.devpost.com/,65
https://hacktams.devpost.com/,6
https://appian2019.devpost.com/,37
https://ethcapetown.devpost.com/,33
https://bitcamp2019.devpost.com/,145
https://def-hacks-seattle-2019.devpost.com/,26
https://hack-cupertino-2019.devpost.com/,30
https://packhacks-8003.devpost.com/,39
https://rowdyhacks2019.devpost.com/,36
https://hth3.devpost.com/,17
https://hacksc2019.devpost.com/,96
https://athena.devpost.com/,21
https://attshapehackathon.devpost.com/,52
https://rs-hackathon-2019.devpost.com/,13
https://y-combinator-april-2019.devpost.com/,72
https://hackacm.devpost.com/,12
https://hackcarleton.devpost.com/,8
https://swe-hacks19.devpost.com/,23
https://datahack-2019.devpost.com/,18
https://athenahacks2019.devpost.com/,74
https://hacktj2019.devpost.com/,133
https://hackxx-2019.devpost.com/,47
https://hackattack-2019.devpost.com/,20
https://minervahackathon.devpost.com/,30
https://copenhacks2019.devpost.com/,29
https://hackmhs-vi.devpost.com/,18
https://bmcchackathon19.devpost.com/,18
https://hack-upstate-xiii.devpost.com/,14
https://hacknarok3.devpost.com/,22
https://hackdartmouthv.devpost.com/,47
https://hackunt2019.devpost.com/,27
https://auhack19.devpost.com/,36
https://matadorhacks.devpost.com/,22
https://picnic.devpost.com/,34
https://hack-houston-2019.devpost.com/,19
https://cryptochicks-2019-karachi.devpost.com/,9
https://oktane19-hackathon.devpost.com/,22
https://nycmaritimehackathon19.devpost.com/,8
https://la-hacks.devpost.com/,163
https://slash-hackathon.devpost.com/,20
https://hackgsu-spring-2019.devpost.com/,45
https://hackmed19.devpost.com/,15
https://hackkosice-2019.devpost.com/,43
https://hack-puebla-2019.devpost.com/,41
https://linghacks2.devpost.com/,29
https://hawkhack.devpost.com/,27
https://cathacks5.devpost.com/,15
https://viterbihackathon2019.devpost.com/,3
https://t-mobilec2chack19.devpost.com/,22
https://hacksb-2019.devpost.com/,29
https://wics-hack-to-the-future-7695.devpost.com/,16
https://mvhacks2.devpost.com/,35
https://wolfhacks2019.devpost.com/,25
https://losaltoshacks4.devpost.com/,85
https://hackabull-2019.devpost.com/,44
https://crimsonhacks.devpost.com/,35
https://hackntu.devpost.com/,33
https://techtogetherboston19.devpost.com/,108
https://sixth-baltimore-hackathon.devpost.com/,16
https://newhacks.devpost.com/,20
https://cypher.devpost.com/,25
https://hackital-smart-cities.devpost.com/,14
https://hackwcu.devpost.com/,24
https://hackathon-pintar.devpost.com/,85
https://owlhacks-2019.devpost.com/,15
https://ki-hacks.devpost.com/,14
https://hackrpi-2019.devpost.com/,53
https://hacktheburgh2019.devpost.com/,51
https://covhack19.devpost.com/,16
https://shehacks3.devpost.com/,53
https://bh3.devpost.com/,16
https://unihack2019.devpost.com/,29
https://uc-hacks.devpost.com/,8
https://masseyhacks5.devpost.com/,38
https://lfghacks-2019.devpost.com/,24
https://hackover2019.devpost.com/,17
https://sxswhackathon2019.devpost.com/,32
https://ethuoft2019.devpost.com/,10
https://ethparis.devpost.com/,44
https://hackru-s19.devpost.com/,75
https://hackqc2019.devpost.com/,16
https://hacklassonde.devpost.com/,40
https://start-hack-2019.devpost.com/,63
https://hack-health-2019.devpost.com/,16
https://profhacks2019.devpost.com/,27
https://terriblehack-xiii.devpost.com/,43
https://ehacks-2019.devpost.com/,19
https://2019cmd-f.devpost.com/,30
https://ic-health-hack-19.devpost.com/,22
https://baseball-hack-day-2019.devpost.com/,46
https://sfhacks.devpost.com/,61
https://cbhack.devpost.com/,17
https://oddutahack.devpost.com/,4
https://knxhx.devpost.com/,20
https://wichacks2019.devpost.com/,36
https://hacktech2019.devpost.com/,81
https://revuc-viii.devpost.com/,66
https://hackdhi.devpost.com/,38
https://pickhacks.devpost.com/,64
https://hoohacks.devpost.com/,103
https://hackittogether.devpost.com/,26
https://hackmerced-2019.devpost.com/,34
https://knight-hacks-2019.devpost.com/,77
https://marihacks2019.devpost.com/,19
https://pioneerhacks2.devpost.com/,40
https://shshacks-7749.devpost.com/,30
https://makemit2019.devpost.com/,34
https://buildgt-2019.devpost.com/,41
https://equals-equals.devpost.com/,9
https://hack-for-humanity-2019.devpost.com/,37
https://call-of-data.devpost.com/,21
https://hackillinois2019.devpost.com/,71
https://hackcuv.devpost.com/,109
https://twitchdev.devpost.com/,53
https://hackutd2019.devpost.com/,108
https://brown-datathon-2019.devpost.com/,34
https://hackfresno-2019.devpost.com/,11
https://wrc-hackathon.devpost.com/,18
https://crimsoncode2019.devpost.com/,36
https://gdg-devfest-uwm-2019.devpost.com/,9
https://stacshack5.devpost.com/,15
https://treehacks-2019.devpost.com/,181
https://hackuci2019.devpost.com/,76
https://hackdfw2019.devpost.com/,86
https://brickhackv.devpost.com/,130
https://pearlhacks2019.devpost.com/,51
https://hacknyu2019.devpost.com/,104
https://makeuoft2019.devpost.com/,56
https://uscblockathon.devpost.com/,14
https://hoth6.devpost.com/,21
https://hackcwru-6.devpost.com/,41
https://cuhacking-2019.devpost.com/,62
https://hack-cewit-2019.devpost.com/,31
https://hophacks-spring-2019.devpost.com/,36
https://duckhacks-hackathon-2019.devpost.com/,35
https://uncommonhacks2019.devpost.com/,37
https://vthacksvi.devpost.com/,61
https://tlabshackbarcelona.devpost.com/,6
https://calgaryhacks-2019.devpost.com/,35
https://hackdavis2019.devpost.com/,79
https://r-u-hacking-2019.devpost.com/,20
https://zeisshack2019.devpost.com/,14
https://hackku.devpost.com/,36
https://uottahack2019.devpost.com/,68
https://lancerhacks-2019.devpost.com/,26
https://hacklahoma.devpost.com/,53
https://hackbu.devpost.com/,47
https://ugahacks4.devpost.com/,53
https://hackriddle4.devpost.com/,28
https://roslyn-code-overload.devpost.com/,12
https://hack-the-south-2019.devpost.com/,19
https://hacknyu-nyush.devpost.com/,5
https://hack-socal.devpost.com/,12
https://makeharvard2019.devpost.com/,71
https://mchacks6.devpost.com/,91
https://mangohacks.devpost.com/,46
https://slohacks2019.devpost.com/,59
https://auburnhacks-2019.devpost.com/,33
https://pennapps-xix.devpost.com/,28
https://agco-accelerator-hackathon.devpost.com/,14
https://hacksmu.devpost.com/,14
https://minnehack-2019.devpost.com/,52
https://reboothack-2019.devpost.com/,13
https://t9hacks-spring2019.devpost.com/,11
https://royal-hackaway-v2.devpost.com/,25
https://hackville2019.devpost.com/,23
https://systemshacks2019.devpost.com/,21
https://tamuhack2019.devpost.com/,136
https://nwhacks2019.devpost.com/,133
https://conuhacks2019.devpost.com/,125
https://deltahacks5.devpost.com/,104
https://ic-hack-19.devpost.com/,77
https://cuhackit2019.devpost.com/,56
https://earthhacks2019.devpost.com/,22
https://pixelhacks3.devpost.com/,44
https://womxn-hacks.devpost.com/,24
https://fashion-tech-hackathon.devpost.com/,30
https://alexamultimodal.devpost.com/,344
https://schwackathon-2019.devpost.com/,7
https://hackcambridge4d.devpost.com/,68
https://hackatown-2019.devpost.com/,57
https://rv2019.devpost.com/,97
https://cruzhacks-2019.devpost.com/,88
https://hacknroll2019.devpost.com/,134
https://uofthacksvi.devpost.com/,102
https://spartahackv.devpost.com/,62
https://hackfree-2019.devpost.com/,21
https://swamphacks-v.devpost.com/,95
https://polyhacks2019.devpost.com/,10
https://hacked2019.devpost.com/,46
https://cornhacks-2019.devpost.com/,24
https://nsbehacks-uoft.devpost.com/,19
https://starterhacks2019.devpost.com/,121
https://mobihacks.devpost.com/,23
https://sbhacksv.devpost.com/,86
https://amazonsumerian.devpost.com/,70
https://hack-the-map-3.devpost.com/,8
https://hackregina-winter-2019.devpost.com/,6
https://isbhacks2018.devpost.com/,26
https://agora-holidayhack.devpost.com/,24
https://agora.devpost.com/,12
https://ethsingapore.devpost.com/,44
https://hackhershey.devpost.com/,21
https://uhack-2018.devpost.com/,15
https://mlh-local-hack-day-2018.devpost.com/,369
https://alphahacks-18.devpost.com/,6
https://capitol360-hackathon.devpost.com/,20
https://game-gig-2018.devpost.com/,17
https://rowan-local-hack-day.devpost.com/,8
https://utsclhd.devpost.com/,13
https://claremont-local-hack-day.devpost.com/,7
https://cse-lhd-2018.devpost.com/,12
https://kadhack2018.devpost.com/,11
https://hackwestern5.devpost.com/,90
https://awsnpohack2018.devpost.com/,25
https://lauzhack2018.devpost.com/,67
https://big-earth-water-hackathon-2018.devpost.com/,10
https://oxford-hack.devpost.com/,41
https://techfugees-australia-2018.devpost.com/,8
https://stackathon.devpost.com/,7
https://notts18.devpost.com/,25
https://codejam2018.devpost.com/,37
https://blockhackfall2018.devpost.com/,15
https://smartcountry-hacks.devpost.com/,12
https://smhacks2.devpost.com/,17
https://durhack2018.devpost.com/,31
https://hackedbeta2018.devpost.com/,14
https://hackatum18.devpost.com/,83
https://hoth5.devpost.com/,24
https://lehman-hacks.devpost.com/,28
https://hackprinceton-f18.devpost.com/,67
https://megahack-cluj.devpost.com/,11
https://sunhacks2018.devpost.com/,36
https://technica2018.devpost.com/,110
https://greatunihack.devpost.com/,51
https://cutiehack2018.devpost.com/,37
https://hackwitus-2018.devpost.com/,13
https://codestellation2018.devpost.com/,20
https://bostonhacks-f2018.devpost.com/,93
https://hacksodacity.devpost.com/,7
https://hacksussex-2018.devpost.com/,22
https://hackeps2018.devpost.com/,18
https://awsai.devpost.com/,50
https://aurora.devpost.com/,23
https://whack2018.devpost.com/,33
https://vandyhacksv.devpost.com/,97
https://hacktheirl.devpost.com/,16
https://hackthemidlands3.devpost.com/,40
https://health-2018.devpost.com/,19
https://jacobshack2018.devpost.com/,35
https://echacks2018.devpost.com/,26
https://hack-mohawk-valley-fall-2018.devpost.com/,9
https://zihack8.devpost.com/,20
https://hackholyoke2018.devpost.com/,27
https://utrahacks-2018.devpost.com/,28
https://5c-hackathon-fall-2018.devpost.com/,20
https://pegasys.devpost.com/,6
https://hackattack2018.devpost.com/,45
https://hs4.devpost.com/,44
https://tmohacktober2018.devpost.com/,21
https://icims-hackathon-18.devpost.com/,49
https://hackmoscow2.devpost.com/,56
https://hack4no2018.devpost.com/,13
https://twitchcon-hackathon-2018.devpost.com/,14
https://devfest-algiers-2018.devpost.com/,16
https://naijahacks2018.devpost.com/,61
https://ubhacking2018.devpost.com/,62
https://hackupc2018.devpost.com/,128
https://hackbi.devpost.com/,32
https://iothackday2018.devpost.com/,22
https://hackharvard2018.devpost.com/,103
https://dubhacks18f.devpost.com/,72
https://hackgt2018.devpost.com/,189
https://hacktx18.devpost.com/,86
https://brhfa18.devpost.com/,52
https://hshacks-iv.devpost.com/,49
https://hackisu-x-fall-2018.devpost.com/,63
https://opportunity-hack-2018-arizona.devpost.com/,27
https://algothon-2018.devpost.com/,34
https://boilermake-vi.devpost.com/,81
https://hackumbc-f18.devpost.com/,49
https://deeptech-ai.devpost.com/,13
https://hack-k-state-2018.devpost.com/,37
https://ehd2018joy.devpost.com/,5
https://proptech.devpost.com/,44
https://mhacks11.devpost.com/,112
https://hackduke-2018.devpost.com/,75
https://uoftblockfest.devpost.com/,9
https://unesco-hackathon.devpost.com/,24
https://intuitionv5.devpost.com/,53
https://sdhacks2018.devpost.com/,109
https://paypalhack-atl.devpost.com/,9
https://digitize.devpost.com/,13
https://globalhack7.devpost.com/,92
https://junctionxhanoi.devpost.com/,38
https://patriothacks.devpost.com/,33
https://ethsanfrancisco.devpost.com/,121
https://hackru-f18.devpost.com/,62
https://hfhutd18.devpost.com/,12
https://serverlessrepo.devpost.com/,42
https://hackpsu-fall-2018.devpost.com/,84
https://hacknc2018.devpost.com/,57
https://hackgsu-fall-2018.devpost.com/,42
https://hackuta2018.devpost.com/,48
https://destinohack.devpost.com/,11
https://appzworld.devpost.com/,20
https://pyghack2018.devpost.com/,15
https://hackny-f2018.devpost.com/,42
https://junctionxkaust2018.devpost.com/,19
https://volhacks3.devpost.com/,70
https://sutdwth18.devpost.com/,21
https://hackday-iii.devpost.com/,6
https://grizzhacks3.devpost.com/,40
https://gamechangers.devpost.com/,3
https://ramhacks2018.devpost.com/,62
https://impacthack.devpost.com/,12
https://megahack.devpost.com/,11
https://grow-up-cannabis-hackathon.devpost.com/,7
https://seattle-vr-hackathon-2018.devpost.com/,24
https://hackthenorth2018.devpost.com/,245
https://alexatechforgood.devpost.com/,202
https://hackmit-2018.devpost.com/,176
https://shellhacks-2018.devpost.com/,65
https://hyconhacks-kr.devpost.com/,26
https://sbuhacks.devpost.com/,43
https://thegrandhack.devpost.com/,6
https://helloworld2k18.devpost.com/,40
https://cincyhacks2018.devpost.com/,19
https://pennapps-xviii.devpost.com/,202
https://beaverhacks-fall-18.devpost.com/,10
https://medhacks-2018.devpost.com/,90
https://xdhax.devpost.com/,16
https://ca-water-data-hacks.devpost.com/,6
https://adahacks.devpost.com/,18
https://bytehacks2018.devpost.com/,34
https://odhack-hk-2018.devpost.com/,22
https://smart-energy-hackathon.devpost.com/,13
https://uipath.devpost.com/,137
https://wyominghackathon.devpost.com/,30
https://hackthe6ix2018.devpost.com/,65
https://genomelink2.devpost.com/,24
https://nushhack.devpost.com/,15
https://bvg-hackathon-2018.devpost.com/,19
https://hackalong.devpost.com/,20
https://socialgoodhack.devpost.com/,28
https://officehack4.devpost.com/,24
https://buidl-boston-online.devpost.com/,12
https://unihack2018syd.devpost.com/,38
https://azurehacks.devpost.com/,34
https://girls-in-tech-h4h-2018.devpost.com/,22
https://disruptsf2018.devpost.com/,123
https://adrenalan.devpost.com/,16
https://unihack2018mel.devpost.com/,34
https://mtsi2018.devpost.com/,15
https://sohacks5.devpost.com/,36
https://devcommunitychallenge.devpost.com/,229
https://leapfrog-hack.devpost.com/,7
https://spectra2.devpost.com/,15
https://ihm-hackathon-2018.devpost.com/,8
https://thegoodidea.devpost.com/,12
https://hackboard.devpost.com/,4
https://ht6-ws-workshop.devpost.com/,9
https://hackprague-2018.devpost.com/,23
https://2018astropreneurshiphackathon.devpost.com/,1
https://stuyhacksvi.devpost.com/,30
https://docusign2018.devpost.com/,13
https://solartis-insure-hackathon.devpost.com/,22
https://media-hackday-2018.devpost.com/,14
https://hackaburg18.devpost.com/,29
https://enghack2018.devpost.com/,32
https://tohacks2018.devpost.com/,25
https://svhacks-6444.devpost.com/,14
https://capitol360-hackathon-6634.devpost.com/,19
https://dapphack.devpost.com/,9
https://expo-hacks-6620.devpost.com/,25
https://houstonhackathon2018.devpost.com/,19
https://hacksurreybeta.devpost.com/,8
https://consensus2018-blockchain.devpost.com/,33
https://equithon2018.devpost.com/,42
https://hackqc.devpost.com/,23
https://hackf8.devpost.com/,53
https://sfhack2018.devpost.com/,33
https://hackau-2018.devpost.com/,20
https://alexalifehacks.devpost.com/,382
https://cutc18.devpost.com/,8
https://cuny-spring-hackathon-2018.devpost.com/,46
https://studenthackvi.devpost.com/,34
https://hackumbc-s18.devpost.com/,27
https://brhsp18.devpost.com/,15
https://masseyhacks4.devpost.com/,34
https://hackfresno18.devpost.com/,18
https://bullhacks2.devpost.com/,12
https://hackja-.devpost.com/,9
https://hackit.devpost.com/,9
https://attappchallenge.devpost.com/,76
https://citrushack2018.devpost.com/,57
https://beachhacks-3.devpost.com/,29
https://tinohacks2.devpost.com/,28
https://immhealthhack2018.devpost.com/,8
https://hackcsu2018.devpost.com/,7
https://t-mobile-iothack.devpost.com/,14
https://hackru-s18.devpost.com/,59
https://palyhacks2018.devpost.com/,14
https://montyhacks-ii.devpost.com/,22
https://broncohack2018.devpost.com/,15
https://hackmoscow.devpost.com/,48
https://packhacks.devpost.com/,19
https://sjhacksorg.devpost.com/,16
https://xbuild18.devpost.com/,19
https://seatgeek-20th-hackathon.devpost.com/,7
https://hack-cupertino-2018-6466.devpost.com/,28
https://phillycodefest2018.devpost.com/,58
https://hackmhsv.devpost.com/,15
https://buildher2018.devpost.com/,15
https://crimsonhacks2018.devpost.com/,29
https://auhack18.devpost.com/,40
https://hackdartmouthiv.devpost.com/,46
https://hackoverflow-2018.devpost.com/,9
https://hack-upstate-xi.devpost.com/,16
https://suncode2018.devpost.com/,22
https://perkinshacks-6304.devpost.com/,22
https://hackgvsu.devpost.com/,14
https://hackgc.devpost.com/,6
https://kleinhacks.devpost.com/,29
https://hackxx-2018.devpost.com/,19
https://texasdatahack.devpost.com/,12
https://philadelphiamuseum.devpost.com/,8
https://bitcamp2018.devpost.com/,172
https://hackpsu-s2018.devpost.com/,75
https://madhacks-mini.devpost.com/,18
https://hackunt2018.devpost.com/,15
https://cathacks4.devpost.com/,19
https://hackny-s2018.devpost.com/,28
https://opentravel.devpost.com/,7
https://cryptochickshackathon-6426.devpost.com/,19
https://created-april-2018.devpost.com/,22
https://hackroboy4.devpost.com/,8
https://linghacks18.devpost.com/,27
https://cornhacks2018.devpost.com/,7
https://la-hacks-2018.devpost.com/,162
https://cuhacking-2018.devpost.com/,37
https://hackprinceton-spr18.devpost.com/,69
https://ethiohacks4thseries.devpost.com/,6
https://dw-codecamp.devpost.com/,14
https://healthhackstl2018.devpost.com/,21
https://losaltoshacks3.devpost.com/,86
https://hackisu-ix-spring-2018-6348.devpost.com/,44
https://shehacks2.devpost.com/,33
https://ethuoft.devpost.com/,15
https://duckhacks-2018-6350.devpost.com/,12
https://hack-iot-2018.devpost.com/,11
https://hackbordeaux2018.devpost.com/,30
https://tribehacks-iv.devpost.com/,17
https://hacknyu2018.devpost.com/,80
https://hackgsu-spring-2018.devpost.com/,41
https://hackuva2018.devpost.com/,84
https://junctiontokyo2018.devpost.com/,26
https://opencodes.devpost.com/,17
https://singlehack.devpost.com/,12
https://baseballhackday-2018.devpost.com/,35
https://earthhacks2018.devpost.com/,15
