Hackathon_Url,Topic_X_count,num_submission,popular,Topic_X_proportion
https://hackumbcf16.devpost.com/,12,71.0,Yes,0.1690
https://hackathon-pintar.devpost.com/,11,85.0,Yes,0.1294
https://rv2019.devpost.com/,3,97.0,Yes,0.0309
https://naijahacks2018.devpost.com/,4,61.0,Yes,0.0656
https://arvr-hackathon-2017.devpost.com/,5,71.0,Yes,0.0704
https://mdpchallenge.devpost.com/,0,73.0,Yes,0.0000
https://sparkathon.devpost.com/,5,14.0,No,0.3571
https://technight.devpost.com/,5,11.0,No,0.4545
https://zeisshack2019.devpost.com/,4,14.0,No,0.2857
https://trojanhacks-fall-2018.devpost.com/,2,15.0,No,0.1333
https://inventyu.devpost.com/,3,14.0,No,0.2143
https://msfthacks2017.devpost.com/,2,11.0,No,0.1818
https://ringcentral.devpost.com/,1,12.0,No,0.0833
https://hackathonusp2017.devpost.com/,4,13.0,No,0.3077
https://sidtechtalent.devpost.com/,3,14.0,No,0.2143
https://tecmihacks.devpost.com/,5,14.0,No,0.3571
https://phase.devpost.com/,5,12.0,No,0.4167
https://battleofthehacks4.devpost.com/,1,13.0,No,0.0769
https://digitize.devpost.com/,6,13.0,No,0.4615
https://cleantech-hackathon.devpost.com/,2,14.0,No,0.1429
https://hackhouston2017.devpost.com/,2,10.0,No,0.2000
https://ciphersnowday.devpost.com/,1,13.0,No,0.0769
https://zothacks2018.devpost.com/,3,11.0,No,0.2727
https://montyhacks-iii.devpost.com/,2,14.0,No,0.1429
https://uwphacks-4200.devpost.com/,2,11.0,No,0.1818
https://sonymusicrockcode.devpost.com/,3,15.0,No,0.2000
https://hackfresno-2019.devpost.com/,3,11.0,No,0.2727
https://uganda-zoohackathon-2019.devpost.com/,2,13.0,No,0.1538
https://hackessex.devpost.com/,4,13.0,No,0.3077
https://vantiv2017.devpost.com/,2,15.0,No,0.1333
https://warwickhack2016.devpost.com/,3,11.0,No,0.2727
https://hacksherbrooke2016.devpost.com/,1,11.0,No,0.0909
https://durhack2017.devpost.com/,2,12.0,No,0.1667
https://t-mobile-iothack.devpost.com/,2,14.0,No,0.1429
https://globalarchiactjam6.devpost.com/,1,11.0,No,0.0909
https://hacksmith2017.devpost.com/,7,14.0,No,0.5000
https://duckhacks-2018-6350.devpost.com/,3,12.0,No,0.2500
https://hackdaygmu2017.devpost.com/,3,10.0,No,0.3000
https://h2hacks.devpost.com/,2,14.0,No,0.1429
https://shehacks.devpost.com/,2,11.0,No,0.1818
https://gmu-lhd16.devpost.com/,3,10.0,No,0.3000
https://tech-for-tyler-hack.devpost.com/,3,12.0,No,0.2500
https://devilsinvent.devpost.com/,2,11.0,No,0.1818
https://hack-socal.devpost.com/,1,12.0,No,0.0833
https://pytorchmpk.devpost.com/,1,13.0,No,0.0769
https://hackforhumanity.devpost.com/,3,11.0,No,0.2727
https://bullhacks2.devpost.com/,3,12.0,No,0.2500
https://hackedbeta2018.devpost.com/,3,14.0,No,0.2143
https://hackfresno.devpost.com/,2,11.0,No,0.1818
https://hacktheheights2.devpost.com/,4,12.0,No,0.3333
https://finracdhacks.devpost.com/,4,14.0,No,0.2857
https://init-by-slo-hacks.devpost.com/,3,10.0,No,0.3000
https://hack-upstate-xiii.devpost.com/,3,14.0,No,0.2143
https://hackwitus-2019.devpost.com/,4,12.0,No,0.3333
https://hackwitus-2018.devpost.com/,2,13.0,No,0.1538
https://deeptech-ai.devpost.com/,3,13.0,No,0.2308
https://hacksussex2016.devpost.com/,5,14.0,No,0.3571
https://palyhacks2018.devpost.com/,3,14.0,No,0.2143
https://devpost-hackathon-2015.devpost.com/,1,10.0,No,0.1000
https://rocket-build-community-2019.devpost.com/,2,13.0,No,0.1538
https://osuwinter18.devpost.com/,2,15.0,No,0.1333
https://hackaburg17.devpost.com/,4,13.0,No,0.3077
https://swarthmore-local-hack-day-4516.devpost.com/,3,13.0,No,0.2308
https://expeditionhacks-la-2017-4609.devpost.com/,3,10.0,No,0.3000
https://agora.devpost.com/,5,12.0,No,0.4167
https://bchdevconnl.devpost.com/,2,14.0,No,0.1429
https://sjfinancial.devpost.com/,2,12.0,No,0.1667
https://robohacks.devpost.com/,2,15.0,No,0.1333
https://agco-accelerator-hackathon.devpost.com/,2,14.0,No,0.1429
https://sbcberlin2016.devpost.com/,2,13.0,No,0.1538
https://derbyhacks16.devpost.com/,2,12.0,No,0.1667
https://arborhacks.devpost.com/,3,10.0,No,0.3000
https://7hack.devpost.com/,2,14.0,No,0.1429
https://wands.devpost.com/,1,13.0,No,0.0769
